,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
7069203,477624800,2022-03-13 20:30:15,39.25229,-76.54433,0.0,124.7,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.1,74.0,A
7071187,538004337,2022-03-13 20:23:40,36.80149,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7072560,316026694,2022-03-13 20:34:59,48.40756,-89.2155,0.0,226.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7080727,477624800,2022-03-13 20:51:15,39.25231,-76.54432,0.0,144.3,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.1,74.0,A
7089393,311000813,2022-03-13 21:01:31,45.54905,-122.6939,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7090942,229161000,2022-03-13 21:06:42,37.21055,-76.11748,0.1,99.9,188.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
7092928,356704000,2022-03-13 21:08:08,27.32595,-86.8453,11.7,163.7,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7096613,356704000,2022-03-13 21:13:27,27.30927,-86.83985,11.7,163.5,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7099480,316026694,2022-03-13 21:19:58,48.40756,-89.21552,0.0,26.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7099510,311000813,2022-03-13 21:16:37,45.54905,-122.69386,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7099544,356704000,2022-03-13 21:15:17,27.30353,-86.83799,11.8,163.7,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7102646,538004337,2022-03-13 21:14:41,36.80151,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7103696,356704000,2022-03-13 21:24:48,27.27348,-86.8284,11.8,164.2,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7103732,356704000,2022-03-13 21:26:19,27.26878,-86.82686,11.8,163.9,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7105900,316026694,2022-03-13 21:28:59,48.40755,-89.21551,0.0,60.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7106294,311000813,2022-03-13 21:28:31,45.54902,-122.69385,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7112900,316026694,2022-03-13 21:37:58,48.40755,-89.21551,0.0,186.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7116294,212254000,2022-03-13 21:45:28,18.33565,-64.94777,0.0,113.9,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
7120703,538004337,2022-03-13 21:41:40,36.80153,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7125437,229161000,2022-03-13 21:57:46,37.21056,-76.11735,0.0,326.1,194.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
7132551,311000813,2022-03-13 22:07:36,45.54903,-122.69387,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7134608,477624800,2022-03-13 22:10:47,39.25227,-76.54439,0.0,197.6,308.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7139308,356704000,2022-03-13 22:19:18,27.09887,-86.77599,12.2,165.5,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7139330,356704000,2022-03-13 22:21:38,27.09126,-86.77382,12.2,166.0,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7139447,367569690,2022-03-13 22:21:34,30.4057,-88.01796,2.1,360.0,511.0,G L 66,,WDG7675,70,,81.0,,,,B
7140022,538004337,2022-03-13 22:11:41,36.80156,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7143141,356704000,2022-03-13 22:24:58,27.08025,-86.77075,12.2,165.8,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7144965,538004337,2022-03-13 22:20:41,36.80154,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7146237,316026694,2022-03-13 22:31:59,48.40756,-89.2155,0.0,178.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7147351,212254000,2022-03-13 22:33:28,18.33565,-64.94777,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
7149963,212254000,2022-03-13 22:36:31,18.33566,-64.94775,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
7150534,477624800,2022-03-13 22:35:47,39.24824,-76.54082,1.4,170.4,218.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7154036,538004337,2022-03-13 22:35:41,36.80151,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7159104,212254000,2022-03-13 22:49:45,18.3347,-64.94738,0.9,178.8,160.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,0.0,125.0,15.0,4.9,70.0,A
7159208,212254000,2022-03-13 22:54:26,18.33208,-64.94474,5.1,128.7,125.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,0.0,125.0,15.0,4.9,70.0,A
7159833,403531001,2022-03-13 22:53:34,29.72556,-95.26842,0.1,218.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
7161048,477624800,2022-03-13 22:53:16,39.2396,-76.54462,2.3,211.7,212.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7162433,229161000,2022-03-13 22:54:47,37.21119,-76.11728,0.0,316.6,198.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
7162902,477624800,2022-03-13 22:55:36,39.23817,-76.54546,2.5,199.7,198.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7163902,311000813,2022-03-13 22:58:31,45.54899,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7164038,316026694,2022-03-13 22:58:58,48.40755,-89.2155,0.0,63.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7166057,229161000,2022-03-13 23:03:44,37.21115,-76.1172,0.1,46.6,197.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
7167284,356704000,2022-03-13 23:01:47,26.95745,-86.73774,12.5,167.4,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7167849,316026694,2022-03-13 23:04:57,48.40756,-89.2155,0.0,138.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7169830,356704000,2022-03-13 23:05:29,26.9449,-86.73454,12.5,168.0,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7169889,356704000,2022-03-13 23:08:37,26.93436,-86.73157,12.4,164.3,160.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7170687,229161000,2022-03-13 23:09:45,37.21113,-76.11708,0.1,149.8,201.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
7171039,212254000,2022-03-13 23:11:16,18.31106,-64.94021,2.3,222.8,224.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
7171922,316026694,2022-03-13 23:10:59,48.40754,-89.21549,0.0,325.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
7174811,212254000,2022-03-13 23:17:06,18.31125,-64.94187,0.9,275.6,145.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
7174999,477624800,2022-03-13 23:15:27,39.21781,-76.52916,6.8,141.7,142.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7177078,356704000,2022-03-13 23:18:09,26.90225,-86.72216,12.6,165.9,160.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
7180074,403531001,2022-03-13 23:26:34,29.72554,-95.2684,0.0,269.3,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
7181680,477624800,2022-03-13 23:25:46,39.20311,-76.51157,7.2,126.9,128.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7182553,212254000,2022-03-13 23:29:12,18.31088,-64.94219,0.0,324.7,101.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
7184115,538004337,2022-03-13 23:20:39,36.80154,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7185460,311000813,2022-03-13 23:34:31,45.54902,-122.69378,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7192105,477624800,2022-03-13 23:42:37,39.1894,-76.47153,7.9,110.8,111.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
7194039,212254000,2022-03-13 23:47:13,18.31063,-64.94218,0.3,185.8,93.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
7197777,538004337,2022-03-13 23:41:42,36.80155,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7197895,538004337,2022-03-13 23:44:43,36.80152,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
7200097,311000813,2022-03-13 23:58:31,45.54903,-122.69386,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
7200754,212254000,2022-03-13 23:59:11,18.31076,-64.94217,0.1,176.8,98.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
7202067,538004337,2022-03-13 23:53:36,36.80154,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
2973,477624800,2022-03-14 00:00:07,39.16748,-76.42606,9.1,149.5,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
4844,229161000,2022-03-14 00:00:42,37.2111,-76.11694,0.1,334.0,205.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
5865,212254000,2022-03-14 00:02:14,18.31058,-64.94222,0.2,162.5,86.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
9409,477624800,2022-03-14 00:01:16,39.16496,-76.42412,9.5,149.3,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
11892,316026694,2022-03-14 00:01:59,48.40754,-89.2155,0.0,118.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
15121,229161000,2022-03-14 00:03:46,37.2111,-76.11692,0.1,119.1,203.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
16735,477624800,2022-03-14 00:03:36,39.15931,-76.41982,10.6,149.0,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
16750,477624800,2022-03-14 00:02:27,39.16217,-76.422,10.1,149.1,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
20362,477624800,2022-03-14 00:04:37,39.15667,-76.41785,11.0,149.3,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
21030,311000813,2022-03-14 00:04:34,45.54903,-122.6938,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
22097,403531001,2022-03-14 00:02:34,29.72556,-95.2684,0.0,269.3,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
22926,212254000,2022-03-14 00:05:13,18.31058,-64.94217,0.1,16.4,76.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
25053,316026694,2022-03-14 00:04:59,48.40755,-89.2155,0.0,287.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
26942,538004337,2022-03-14 00:02:41,36.80157,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
33521,316026694,2022-03-14 00:07:58,48.40754,-89.21549,0.0,293.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
35537,212254000,2022-03-14 00:08:13,18.31076,-64.94221,0.1,329.7,92.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
36124,229161000,2022-03-14 00:06:44,37.21109,-76.11683,0.1,41.7,205.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
36808,538004337,2022-03-14 00:05:37,36.8015,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
37432,477624800,2022-03-14 00:08:36,39.14589,-76.40952,11.8,148.3,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
37936,403531001,2022-03-14 00:05:34,29.72555,-95.26838,0.0,269.3,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
44787,229161000,2022-03-14 00:09:44,37.21107,-76.1168,0.1,6.5,209.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
46240,311000813,2022-03-14 00:10:32,45.54902,-122.69377,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
47121,477624800,2022-03-14 00:09:47,39.14245,-76.4069,12.1,148.9,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
47254,538004337,2022-03-14 00:08:41,36.80152,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
49706,212254000,2022-03-14 00:11:13,18.31077,-64.94221,0.1,119.8,97.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
55824,477624800,2022-03-14 00:13:17,39.13164,-76.40032,12.5,161.3,162.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
55840,477624800,2022-03-14 00:12:16,39.135,-76.40184,12.3,159.7,161.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
56732,311000813,2022-03-14 00:13:32,45.54906,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
58715,229161000,2022-03-14 00:12:43,37.21107,-76.11684,0.1,320.8,209.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
60146,403531001,2022-03-14 00:14:34,29.72554,-95.2684,0.0,270.1,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
61058,316026694,2022-03-14 00:13:59,48.40755,-89.21551,0.0,104.1,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
62969,477624800,2022-03-14 00:10:56,39.13914,-76.40437,12.3,148.7,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
64460,212254000,2022-03-14 00:14:12,18.31063,-64.94221,0.0,205.9,88.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
66044,538004337,2022-03-14 00:11:42,36.8015,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
66098,538004337,2022-03-14 00:14:41,36.80154,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
67046,477624800,2022-03-14 00:15:36,39.12405,-76.3969,12.8,160.8,161.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
67427,229161000,2022-03-14 00:15:43,37.21113,-76.11691,0.1,305.7,205.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
68659,311000813,2022-03-14 00:16:36,45.54901,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
71385,212254000,2022-03-14 00:17:12,18.31057,-64.94219,0.0,97.0,82.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
73596,477624800,2022-03-14 00:16:47,39.12006,-76.39515,13.0,161.2,161.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
75240,403531001,2022-03-14 00:17:34,29.72554,-95.2684,0.0,270.1,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
77645,538004337,2022-03-14 00:17:37,36.80153,-76.28946,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
79948,477624800,2022-03-14 00:17:56,39.11614,-76.39345,13.1,161.4,162.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
80696,477624800,2022-03-14 00:06:08,39.15266,-76.41473,11.4,148.7,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
80720,477624800,2022-03-14 00:19:06,39.1127,-76.39227,8.9,166.6,167.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
81770,229161000,2022-03-14 00:18:43,37.2111,-76.11692,0.0,153.1,202.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
82420,316026694,2022-03-14 00:19:59,48.40756,-89.2155,0.0,203.2,345.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
85189,212254000,2022-03-14 00:20:14,18.31072,-64.94219,0.3,358.5,83.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
86734,311000813,2022-03-14 00:19:31,45.54899,-122.69385,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
88785,316026694,2022-03-14 00:16:57,48.40756,-89.2155,0.0,223.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
89648,538004337,2022-03-14 00:20:37,36.80152,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
90561,477624800,2022-03-14 00:21:27,39.11087,-76.39183,0.6,349.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
97469,311000813,2022-03-14 00:07:35,45.54897,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
98423,477624800,2022-03-14 00:07:16,39.14961,-76.41234,11.6,148.4,149.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
98713,477624800,2022-03-14 00:23:46,39.11105,-76.39189,0.1,351.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
102925,538004337,2022-03-14 00:23:39,36.80151,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
106213,403531001,2022-03-14 00:23:34,29.72555,-95.2684,0.1,238.3,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
108633,229161000,2022-03-14 00:21:43,37.21108,-76.1168,0.1,81.3,204.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
108920,212254000,2022-03-14 00:26:12,18.31084,-64.94223,0.0,159.8,98.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
108987,316026694,2022-03-14 00:22:58,48.40756,-89.2155,0.0,190.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
112313,477624800,2022-03-14 00:26:07,39.11105,-76.39189,0.0,345.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
113524,477624800,2022-03-14 00:27:16,39.111,-76.39188,0.0,345.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
113834,403531001,2022-03-14 00:26:34,29.72555,-95.2684,0.0,237.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
114464,311000813,2022-03-14 00:28:32,45.54902,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
115813,229161000,2022-03-14 00:27:43,37.21102,-76.11661,0.0,108.6,212.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
116470,477624800,2022-03-14 00:22:36,39.111,-76.39189,0.5,354.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
117214,311000813,2022-03-14 00:25:35,45.54904,-122.69379,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
118822,477624800,2022-03-14 00:28:27,39.11092,-76.39188,0.1,349.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
120417,403531001,2022-03-14 00:08:34,29.72556,-95.26842,0.0,269.3,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
123792,212254000,2022-03-14 00:29:11,18.31071,-64.94217,0.1,173.6,95.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
125118,477624800,2022-03-14 00:24:57,39.11105,-76.39189,0.0,350.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
126937,403531001,2022-03-14 00:29:34,29.72554,-95.26839,0.1,226.0,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
131099,538004337,2022-03-14 00:29:39,36.80152,-76.28947,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
132504,229161000,2022-03-14 00:30:45,37.21102,-76.11665,0.1,306.7,213.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
133893,477624800,2022-03-14 00:29:37,39.11101,-76.3919,0.0,347.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
135236,477624800,2022-03-14 00:31:47,39.11102,-76.39189,0.0,347.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
138383,403531001,2022-03-14 00:11:34,29.72555,-95.26843,0.1,274.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
138864,311000813,2022-03-14 00:31:36,45.54902,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
140591,477624800,2022-03-14 00:32:56,39.11102,-76.39187,0.0,347.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
147765,403531001,2022-03-14 00:32:34,29.72554,-95.26841,0.0,221.7,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
150515,311000813,2022-03-14 00:34:31,45.54904,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
150805,477624800,2022-03-14 00:34:07,39.11104,-76.39188,0.0,347.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
154245,538004337,2022-03-14 00:35:41,36.8015,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
155590,229161000,2022-03-14 00:33:41,37.21107,-76.11675,0.2,284.8,212.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
156045,477624800,2022-03-14 00:36:37,39.11102,-76.39187,0.0,347.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
160869,477624800,2022-03-14 00:14:27,39.12787,-76.39861,12.6,160.6,161.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
166680,311000813,2022-03-14 00:37:35,45.54902,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
170221,212254000,2022-03-14 00:38:14,18.31067,-64.94223,0.0,284.5,91.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,1.0,125.0,15.0,4.9,70.0,A
171524,403531001,2022-03-14 00:38:34,29.72553,-95.2684,0.0,221.7,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
