,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
1018694,538004337,2022-03-14 06:56:46,36.80155,-76.28945,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1019279,311000813,2022-03-14 07:04:33,45.54899,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1019881,477624800,2022-03-14 06:57:06,39.11099,-76.39187,0.1,169.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1020645,538004337,2022-03-14 06:59:46,36.80155,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1022326,477624800,2022-03-14 07:02:28,39.11101,-76.39189,0.1,166.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1024096,316026694,2022-03-14 06:52:58,48.40756,-89.2155,0.0,328.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1024127,316026694,2022-03-14 07:04:59,48.40756,-89.2155,0.0,245.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1025040,477624800,2022-03-14 06:59:26,39.111,-76.39188,0.1,169.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1025850,538004337,2022-03-14 06:53:44,36.80156,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1026174,477624800,2022-03-14 06:54:47,39.111,-76.39184,0.1,170.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1026406,477624800,2022-03-14 07:00:07,39.11101,-76.39188,0.1,169.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1027167,229161000,2022-03-14 07:00:40,37.20888,-76.11578,0.1,79.2,292.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1027186,229161000,2022-03-14 07:03:43,37.20895,-76.11571,0.1,86.1,289.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1027373,477624800,2022-03-14 07:01:17,39.111,-76.39189,0.1,167.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1029876,477624800,2022-03-14 07:04:47,39.111,-76.39188,0.1,165.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1030570,477624800,2022-03-14 06:53:36,39.11102,-76.39183,0.1,169.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1030626,477624800,2022-03-14 07:03:36,39.11101,-76.39189,0.1,165.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1031152,316026694,2022-03-14 06:55:58,48.40756,-89.2155,0.0,221.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1033568,316026694,2022-03-14 07:07:59,48.40756,-89.2155,0.0,262.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1035357,477624800,2022-03-14 07:05:57,39.111,-76.39188,0.1,167.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1036291,477624800,2022-03-14 06:58:17,39.11098,-76.3919,0.1,165.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1038228,311000813,2022-03-14 07:07:34,45.54897,-122.69385,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1038874,477624800,2022-03-14 07:10:48,39.111,-76.39188,0.1,160.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1039000,477624800,2022-03-14 07:14:07,39.11099,-76.39188,0.1,165.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1039962,538004337,2022-03-14 07:11:39,36.80151,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1045101,316026694,2022-03-14 07:13:58,48.40756,-89.2155,0.0,61.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1045153,538004337,2022-03-14 07:02:45,36.80154,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1046287,477624800,2022-03-14 07:13:06,39.11101,-76.39187,0.1,166.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1047256,477624800,2022-03-14 07:15:16,39.111,-76.39187,0.1,164.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1048726,229161000,2022-03-14 07:09:43,37.20907,-76.11565,0.1,149.1,285.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1048763,229161000,2022-03-14 07:06:42,37.20902,-76.11565,0.1,72.5,286.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1049384,538004337,2022-03-14 07:05:44,36.80154,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1049859,477624800,2022-03-14 07:09:37,39.111,-76.39188,0.1,163.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1051333,477624800,2022-03-14 02:10:37,39.11102,-76.39198,0.1,273.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1053196,477624800,2022-03-14 02:12:56,39.11098,-76.39188,0.0,272.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1053746,477624800,2022-03-14 07:07:06,39.11101,-76.39186,0.1,164.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1054091,538004337,2022-03-14 07:08:45,36.80156,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1054551,538004337,2022-03-14 07:14:46,36.80153,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1055797,311000813,2022-03-14 07:10:33,45.54901,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1056277,316026694,2022-03-14 07:16:57,48.40755,-89.2155,0.0,272.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1058405,316026694,2022-03-14 07:10:58,48.40756,-89.2155,0.0,320.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1060177,477624800,2022-03-14 07:08:27,39.111,-76.39188,0.1,167.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1060287,229161000,2022-03-14 07:18:44,37.20924,-76.11557,0.0,358.3,278.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1062250,229161000,2022-03-14 07:12:42,37.20914,-76.1156,0.1,73.4,281.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1062698,477624800,2022-03-14 07:18:46,39.111,-76.39189,0.1,166.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1064127,311000813,2022-03-14 07:19:36,45.54903,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1065426,477624800,2022-03-14 07:21:06,39.111,-76.39187,0.1,161.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1065858,316026694,2022-03-14 07:22:58,48.40756,-89.2155,0.0,203.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1066417,311000813,2022-03-14 07:13:33,45.54899,-122.6938,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1067626,477624800,2022-03-14 07:24:36,39.11098,-76.39189,0.1,164.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1070924,477624800,2022-03-14 07:16:27,39.11101,-76.39187,0.1,164.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1071950,477624800,2022-03-14 07:26:57,39.11098,-76.39184,0.1,101.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1071968,477624800,2022-03-14 07:29:18,39.111,-76.39186,0.1,162.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1072458,538004337,2022-03-14 07:23:44,36.80153,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1074137,477624800,2022-03-14 07:25:48,39.11099,-76.39184,0.1,104.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1075553,229161000,2022-03-14 07:21:44,37.20928,-76.11555,0.0,176.1,278.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1076982,316026694,2022-03-14 07:28:58,48.40755,-89.2155,0.0,42.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1077047,538004337,2022-03-14 07:20:46,36.80152,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1078922,477624800,2022-03-14 07:28:07,39.11098,-76.39184,0.1,167.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1079429,477624800,2022-03-14 07:31:37,39.111,-76.39186,0.1,161.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1080409,538004337,2022-03-14 07:29:44,36.80152,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1083219,311000813,2022-03-14 07:34:40,45.54899,-122.69378,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1084469,538004337,2022-03-14 07:26:39,36.80153,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1084978,229161000,2022-03-14 07:27:44,37.20923,-76.11545,0.2,126.1,276.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1086781,316026694,2022-03-14 07:34:59,48.40755,-89.2155,0.0,39.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1088122,311000813,2022-03-14 07:40:40,45.549,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1088254,477624800,2022-03-14 07:36:17,39.11103,-76.39187,0.1,147.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1088280,477624800,2022-03-14 07:17:36,39.11101,-76.39189,0.1,162.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1088844,316026694,2022-03-14 07:31:58,48.40755,-89.2155,0.0,281.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1088908,316026694,2022-03-14 07:37:58,48.40755,-89.2155,0.0,20.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1090916,477624800,2022-03-14 07:38:37,39.11102,-76.39189,0.1,162.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1090954,477624800,2022-03-14 07:33:56,39.11101,-76.39186,0.1,161.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1092898,477624800,2022-03-14 07:39:47,39.11102,-76.39189,0.1,89.9,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1093809,477624800,2022-03-14 07:19:56,39.11101,-76.39188,0.1,162.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1094490,477624800,2022-03-14 07:37:26,39.11102,-76.39186,0.1,143.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1095902,311000813,2022-03-14 07:43:38,45.54897,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1097868,316026694,2022-03-14 07:43:57,48.40755,-89.2155,0.0,46.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1099885,538004337,2022-03-14 07:41:44,36.80154,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1100036,477624800,2022-03-14 07:44:27,39.111,-76.39185,0.0,164.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1101807,316026694,2022-03-14 07:40:58,48.40755,-89.2155,0.0,142.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1103175,538004337,2022-03-14 07:44:44,36.80154,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1103257,477624800,2022-03-14 07:23:27,39.11099,-76.39189,0.1,166.6,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1107232,229161000,2022-03-14 07:33:45,37.20909,-76.11544,0.1,202.9,280.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1107241,229161000,2022-03-14 07:48:43,37.20897,-76.11545,0.1,154.1,285.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1107264,229161000,2022-03-14 07:24:44,37.20927,-76.11547,0.1,139.9,277.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1107657,311000813,2022-03-14 07:25:35,45.54898,-122.69377,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1108983,477624800,2022-03-14 07:51:27,39.11102,-76.39186,0.1,78.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1112552,538004337,2022-03-14 07:50:46,36.8015,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1113340,311000813,2022-03-14 07:28:38,45.54902,-122.69376,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1116819,538004337,2022-03-14 07:53:44,36.80152,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1117052,477624800,2022-03-14 07:30:27,39.11099,-76.39187,0.1,161.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1117066,477624800,2022-03-14 07:40:57,39.11102,-76.39187,0.1,87.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1120099,477624800,2022-03-14 07:55:08,39.11104,-76.39186,0.1,74.8,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1120372,477624800,2022-03-14 07:57:27,39.11105,-76.39186,0.1,70.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1121575,477624800,2022-03-14 07:43:16,39.11098,-76.39187,0.1,84.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1121761,229161000,2022-03-14 07:42:45,37.20904,-76.1156,0.1,116.1,286.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1123588,311000813,2022-03-14 07:46:42,45.549,-122.69385,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1124008,316026694,2022-03-14 07:52:57,48.40755,-89.2155,0.0,88.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1125485,316026694,2022-03-14 08:01:57,48.40755,-89.2155,0.0,74.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1125525,477624800,2022-03-14 07:53:56,39.11105,-76.39185,0.1,75.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1125546,477624800,2022-03-14 07:32:47,39.111,-76.39183,0.1,105.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1129591,316026694,2022-03-14 07:55:59,48.40755,-89.2155,0.0,285.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1132522,229161000,2022-03-14 07:36:44,37.20904,-76.11551,0.1,237.7,284.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1133089,311000813,2022-03-14 07:58:38,45.54898,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1133100,311000813,2022-03-14 08:04:38,45.54897,-122.69384,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1135054,316026694,2022-03-14 08:04:57,48.40754,-89.2155,0.0,87.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1140569,477624800,2022-03-14 08:00:06,39.11102,-76.39189,0.1,68.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1140664,477624800,2022-03-14 08:03:37,39.11101,-76.39184,0.1,66.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1141820,477624800,2022-03-14 08:04:46,39.11101,-76.39183,0.1,62.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1142500,538004337,2022-03-14 07:38:44,36.8015,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1142534,538004337,2022-03-14 07:47:45,36.80152,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1143356,477624800,2022-03-14 08:07:06,39.11098,-76.3919,0.1,58.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1143522,229161000,2022-03-14 08:06:46,37.20868,-76.11566,0.1,102.2,297.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1143700,316026694,2022-03-14 07:49:59,48.40755,-89.2155,0.0,287.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1144892,477624800,2022-03-14 07:42:07,39.111,-76.39186,0.1,90.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1145212,311000813,2022-03-14 08:10:33,45.54905,-122.69388,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1145291,477624800,2022-03-14 07:50:17,39.11102,-76.39187,0.1,104.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1145298,477624800,2022-03-14 07:56:17,39.11104,-76.39188,0.1,73.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1145483,316026694,2022-03-14 08:10:59,48.40755,-89.2155,0.0,78.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1147949,538004337,2022-03-14 08:08:48,36.80152,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1149808,229161000,2022-03-14 08:09:42,37.20866,-76.11563,0.1,143.5,297.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1150573,311000813,2022-03-14 07:55:33,45.54898,-122.69377,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1151852,477624800,2022-03-14 07:52:46,39.11105,-76.39185,0.1,77.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1152903,316026694,2022-03-14 07:46:58,48.40755,-89.2155,0.0,313.9,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1153161,311000813,2022-03-14 08:13:36,45.54902,-122.69384,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1153331,477624800,2022-03-14 08:10:36,39.111,-76.3919,0.0,59.7,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1153356,477624800,2022-03-14 07:46:46,39.11099,-76.39186,0.0,164.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1154284,477624800,2022-03-14 07:47:57,39.11098,-76.39186,0.0,164.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1154293,477624800,2022-03-14 07:49:06,39.11099,-76.39186,0.0,164.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1156897,316026694,2022-03-14 08:13:58,48.40755,-89.2155,0.0,202.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1159806,311000813,2022-03-14 07:52:33,45.54899,-122.69384,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1159873,477624800,2022-03-14 07:59:56,39.11102,-76.39189,0.1,69.1,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1161385,311000813,2022-03-14 08:16:33,45.549,-122.69383,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1162379,477624800,2022-03-14 08:16:27,39.111,-76.39188,0.0,49.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1162912,477624800,2022-03-14 08:17:36,39.11098,-76.39189,0.0,49.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1163105,229161000,2022-03-14 08:03:42,37.20871,-76.11568,0.1,76.1,296.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1166682,477624800,2022-03-14 08:18:47,39.11098,-76.39187,0.1,47.3,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1167925,311000813,2022-03-14 08:19:33,45.54901,-122.69378,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1168172,538004337,2022-03-14 08:05:43,36.80149,-76.28938,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1168569,477624800,2022-03-14 07:58:46,39.11106,-76.39186,0.1,71.2,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1169054,477624800,2022-03-14 08:19:57,39.11098,-76.39187,0.1,48.4,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1169171,229161000,2022-03-14 08:18:46,37.2086,-76.11565,0.0,211.8,298.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1171160,477624800,2022-03-14 08:22:17,39.11099,-76.39188,0.0,46.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1172903,316026694,2022-03-14 07:58:58,48.40755,-89.2155,0.0,164.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1173131,229161000,2022-03-14 08:12:45,37.20861,-76.1156,0.1,76.5,297.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1177710,316026694,2022-03-14 08:25:58,48.40755,-89.2155,0.0,195.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
1177770,477624800,2022-03-14 08:23:26,39.111,-76.39189,0.0,46.0,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1178611,311000813,2022-03-14 08:22:38,45.54902,-122.69383,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1179968,477624800,2022-03-14 08:02:27,39.11102,-76.39185,0.1,66.5,170.0,EVER FORWARD,IMO9850551,VRTM7,74,6.0,334.0,48.0,13.0,74.0,A
1180581,538004337,2022-03-14 08:17:46,36.80153,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1182473,311000813,2022-03-14 08:28:33,45.54903,-122.69378,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
1184387,229161000,2022-03-14 08:15:42,37.20858,-76.11564,0.0,51.3,297.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
1184582,538004337,2022-03-14 08:23:39,36.80148,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
1184622,538004337,2022-03-14 08:26:43,36.80155,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
